task_id,country,evaluator_id,hire_date,task_date,task_type,accuracy,duration_sec,payment_usd
356,IN,1090,2024-10-31,2025-01-27,Receipt Transcription,0.937,467,2.45
357,US,1009,2024-11-02,2025-04-06,Image Labelling,0.935,68,0.35
358,IT,1086,2025-02-19,2025-04-25,Image Labelling,0.958,230,1.24
359,BR,1032,2024-10-02,2025-03-09,Image Labelling,0.999,369,1.48
360,IT,1104,2025-01-03,2025-03-06,Image Labelling,0.999,1276,6.45
361,DE,1082,2024-10-25,2025-02-20,Image Labelling,0.932,1269,3.77
362,IN,1003,2025-02-03,2025-03-27,Receipt Transcription,0.932,130,0.59
363,DE,1022,2024-12-08,2025-03-10,Image Labelling,0.967,636,3.24
364,IT,1196,2024-09-15,2025-02-11,Receipt Transcription,0.973,93,0.31
365,BR,1052,2024-10-10,2025-03-11,Receipt Transcription,0.876,47,0.18
366,DE,1112,2025-02-16,2025-03-01,Business Search,0.929,397,1.59
367,ZA,1132,2024-11-01,2025-04-17,Image Labelling,0.964,400,1.52
368,BR,1017,2025-01-03,2025-04-06,Image Labelling,0.962,241,0.8
369,US,1016,2025-02-20,2025-03-31,Receipt Transcription,0.927,47,0.21
370,US,1185,2024-09-29,2025-02-25,Image Labelling,0.962,152,0.82
371,US,1194,2024-10-17,2025-02-08,Image Labelling,0.928,733,3.11
372,US,1106,2025-01-13,2025-04-14,Image Labelling,0.942,150,0.75
373,US,1112,2024-10-03,2025-02-26,Business Search,0.931,71,0.29
374,IN,1121,2025-02-13,2025-03-21,Image Labelling,0.993,307,1.11
375,US,1199,2024-12-07,2025-03-21,Business Search,0.703,785,2.33
376,UK,1183,2024-10-29,2025-04-20,Receipt Transcription,0.938,1979,7.38
377,NG,1167,2024-10-20,2025-02-11,Receipt Transcription,1.0,195,0.95
378,US,1086,2024-12-20,2025-04-06,Business Search,0.937,1006,5.52
379,NG,1001,2025-03-04,2025-03-09,Receipt Transcription,0.947,83,0.39
380,UK,1120,2025-01-10,2025-02-11,Business Search,0.929,55,0.25
381,US,1102,2024-12-23,2025-04-12,Image Labelling,0.957,68,0.34
382,IN,1148,2024-12-05,2025-04-10,Receipt Transcription,0.908,995,3.74
383,IN,1179,2024-08-22,2025-01-30,Image Labelling,0.939,1154,6.27
384,BR,1151,2024-10-26,2025-03-31,Business Search,1.0,34,0.17
385,IN,1052,2024-12-07,2025-02-09,Image Labelling,0.907,226,1.06
386,NG,1165,2024-11-18,2025-03-22,Business Search,0.975,277,0.96
387,UK,1147,2025-01-01,2025-03-25,Image Labelling,0.984,829,3.01
388,US,1049,2025-01-01,2025-03-27,Image Labelling,0.971,159,0.74
389,IN,1166,2024-08-20,2025-02-06,Receipt Transcription,0.901,419,2.22
390,NG,1059,2024-11-10,2025-03-21,Image Labelling,0.97,126,0.6
391,ZA,1113,2024-08-14,2025-02-04,Image Labelling,0.943,1177,6.0
392,DE,1107,2024-11-16,2025-04-04,Image Labelling,0.956,262,1.18
393,DE,1038,2024-09-24,2025-02-01,Image Labelling,0.974,201,0.94
394,IN,1070,2025-01-19,2025-04-05,Business Search,0.96,317,1.08
395,UK,1127,2025-03-28,2025-04-16,Receipt Transcription,0.998,105,0.3
396,BR,1032,2024-11-01,2025-02-22,Receipt Transcription,0.952,180,0.68
397,BR,1156,2025-01-13,2025-04-07,Business Search,0.915,379,1.12
398,DE,1073,2024-11-19,2025-03-05,Receipt Transcription,0.972,198,0.63
399,IN,1009,2025-02-17,2025-04-08,Receipt Transcription,0.9,184,0.99
400,IN,1194,2025-02-22,2025-03-29,Image Labelling,0.968,444,2.32
401,US,1130,2025-01-06,2025-02-22,Business Search,0.944,725,3.97
402,BR,1108,2024-10-18,2025-02-13,Receipt Transcription,0.94,892,2.68
403,IT,1158,2024-10-30,2025-04-19,Business Search,0.943,396,1.65
404,NG,1026,2024-10-16,2025-04-12,Image Labelling,0.917,202,1.11
405,UK,1197,2024-11-02,2025-03-27,Image Labelling,0.97,173,0.54
406,BR,1026,2024-09-08,2025-02-27,Receipt Transcription,0.964,154,0.64
407,DE,1110,2025-01-21,2025-03-13,Receipt Transcription,0.922,117,0.6
408,US,1008,2025-03-18,2025-03-18,Business Search,0.959,61,0.2
409,BR,1005,2024-12-31,2025-02-03,Business Search,0.949,365,1.72
410,US,1133,2024-12-31,2025-04-24,Image Labelling,0.92,403,2.02
411,UK,1025,2024-08-27,2025-02-04,Receipt Transcription,0.941,163,0.53
412,ZA,1042,2024-10-19,2025-04-01,Image Labelling,0.956,66923,278.42
413,ZA,1018,2024-10-14,2025-03-12,Receipt Transcription,0.934,683,2.83
414,IT,1015,2024-11-19,2025-04-05,Image Labelling,0.909,293,0.97
415,IN,1104,2024-12-27,2025-02-19,Image Labelling,0.994,1036,3.84
416,DE,1022,2025-02-16,2025-03-03,Image Labelling,0.971,122,0.63
417,UK,1156,2024-12-11,2025-03-15,Image Labelling,0.877,122,0.46
418,UK,1165,2024-12-08,2025-02-06,Image Labelling,0.978,353,1.0
419,IN,1058,2025-03-21,2025-04-13,Business Search,0.927,348,1.16
420,IN,1047,2025-02-03,2025-04-26,Receipt Transcription,0.943,266,0.98
421,IN,1147,2024-12-01,2025-03-05,Image Labelling,1.0,90,0.42
422,IN,1020,2024-10-13,2025-03-01,Image Labelling,0.927,920,4.7
423,US,1155,2024-10-27,2025-03-21,Image Labelling,0.941,305,0.9
424,DE,1177,2025-01-04,2025-03-29,Receipt Transcription,1.0,538,2.18
425,US,1032,2024-11-01,2025-04-15,Business Search,0.955,471,1.64
426,IT,1113,2024-10-11,2025-03-01,Image Labelling,0.919,39,0.13
427,DE,1039,2025-01-18,2025-04-05,Business Search,0.936,515,2.6
428,BR,1181,2024-12-16,2025-02-17,Image Labelling,0.929,118,0.58
429,DE,1009,2025-01-31,2025-03-29,Receipt Transcription,0.94,755,2.39
430,US,1161,2024-12-17,2025-03-10,Receipt Transcription,0.915,1159,3.8
431,US,1072,2025-01-27,2025-03-27,Receipt Transcription,1.0,304,1.12
432,IN,1035,2024-12-08,2025-03-02,Image Labelling,0.923,203,0.92
433,IN,1074,2024-11-11,2025-02-22,Image Labelling,0.94,1877,9.19
434,US,1134,2025-02-10,2025-03-11,Image Labelling,0.929,54,0.18
435,US,1114,2024-11-25,2025-04-17,Receipt Transcription,0.963,237,0.92
436,IN,1015,2025-03-08,2025-03-28,Image Labelling,0.959,102,0.54
437,US,1178,2025-01-10,2025-03-23,Business Search,0.981,1208,4.77
438,NG,1188,2025-03-03,2025-04-01,Image Labelling,0.959,579,2.62
439,IN,1158,2025-02-07,2025-04-02,Receipt Transcription,0.925,535,2.08
440,US,1159,2024-12-02,2025-02-22,Image Labelling,0.943,614,3.4
441,US,1044,2024-10-05,2025-02-16,Image Labelling,0.984,849,3.13
442,ZA,1026,2024-11-21,2025-03-13,Image Labelling,0.975,879,4.3
443,DE,1021,2024-12-07,2025-02-09,Image Labelling,0.922,193,1.03
444,DE,1142,2024-11-24,2025-03-10,Image Labelling,0.893,141,0.71
445,NG,1007,2025-02-05,2025-03-30,Image Labelling,0.994,379,1.79
446,BR,1195,2024-08-30,2025-01-27,Receipt Transcription,0.919,210,1.02
447,ZA,1115,2024-11-12,2025-02-06,Image Labelling,0.929,105,0.57
448,IN,1135,2024-12-15,2025-04-23,Image Labelling,0.976,416,1.67
449,DE,1086,2025-02-23,2025-04-20,Receipt Transcription,0.922,311,1.65
450,US,1116,2024-11-04,2025-03-05,Receipt Transcription,0.938,112,0.42
451,IN,1015,2024-10-06,2025-03-21,Image Labelling,0.93,597,3.18
452,IT,1175,2025-01-21,2025-02-09,Image Labelling,0.913,256,1.35
453,DE,1161,2024-11-11,2025-02-25,Receipt Transcription,0.929,550,1.91
454,BR,1112,2025-01-08,2025-04-08,Image Labelling,0.947,66,0.22
455,US,1056,2025-01-07,2025-04-14,Image Labelling,0.947,602,2.6
456,DE,1132,2025-01-28,2025-03-04,Receipt Transcription,0.956,507,2.7
457,US,1043,2025-02-19,2025-02-23,Receipt Transcription,0.962,463,1.41
458,DE,1070,2025-03-17,2025-03-29,Receipt Transcription,0.942,164,0.84
459,US,1036,2025-02-09,2025-04-01,Image Labelling,0.896,300,1.45
460,US,1123,2024-11-23,2025-04-25,Image Labelling,0.956,155,0.72
461,US,1027,2024-11-05,2025-03-30,Image Labelling,0.961,186,0.88
462,IN,1067,2024-08-22,2025-02-17,Image Labelling,0.951,165,0.86
463,IN,1112,2024-09-21,2025-02-01,Image Labelling,0.938,119,0.34
464,IT,1165,2024-12-18,2025-02-19,Receipt Transcription,0.966,222,0.9
465,ZA,1045,2024-09-04,2025-02-16,Receipt Transcription,0.957,85,0.47
466,DE,1099,2024-09-15,2025-02-04,Receipt Transcription,0.921,123,0.6
467,UK,1025,2024-11-02,2025-03-07,Receipt Transcription,0.91,528,2.12
468,BR,1074,2024-11-17,2025-02-21,Business Search,0.972,220,0.86
469,UK,1180,2024-12-12,2025-04-20,Business Search,0.991,36,0.19
470,ZA,1190,2024-09-13,2025-03-04,Image Labelling,1.0,94,0.37
471,US,1111,2024-11-11,2025-04-15,Image Labelling,0.968,257,1.12
472,ZA,1062,2025-01-19,2025-02-23,Receipt Transcription,0.959,713,2.07
473,US,1111,2025-03-25,2025-04-11,Business Search,0.956,508,1.73
474,BR,1165,2025-03-06,2025-03-08,Image Labelling,0.918,509,2.46
475,IT,1142,2024-09-23,2025-01-29,Image Labelling,0.954,47,0.13
476,ZA,1098,2025-01-20,2025-03-11,Receipt Transcription,1.0,75,0.22
477,US,1008,2024-10-10,2025-02-16,Image Labelling,0.977,225,1.22
478,IT,1074,2025-01-21,2025-02-23,Image Labelling,0.977,125,0.47
479,ZA,1021,2025-01-10,2025-03-29,Receipt Transcription,0.936,73,0.33
480,IT,1197,2025-03-13,2025-03-15,Image Labelling,0.958,382,1.5
481,IN,1183,2025-03-28,2025-04-16,Receipt Transcription,0.945,65,0.26
482,IN,1036,2025-04-07,2025-04-21,Receipt Transcription,0.945,328,1.27
483,DE,1056,2024-11-08,2025-03-30,Business Search,0.913,244,1.14
484,IN,1187,2024-11-03,2025-04-14,Receipt Transcription,0.907,305,1.06
485,IT,1113,2025-01-13,2025-02-13,Business Search,0.945,102,0.51
486,BR,1139,2024-11-01,2025-02-03,Image Labelling,0.899,400,1.71
487,US,1134,2025-01-29,2025-02-25,Receipt Transcription,0.925,88,0.45
488,UK,1193,2024-10-08,2025-02-25,Image Labelling,0.973,151,0.56
489,ZA,1102,2024-10-31,2025-03-27,Image Labelling,0.98,240,1.04
490,BR,1040,2024-11-22,2025-04-12,Receipt Transcription,0.993,225,0.84
491,DE,1151,2025-01-08,2025-02-22,Image Labelling,0.94,104,0.39
492,IN,1152,2025-01-05,2025-03-06,Receipt Transcription,0.955,346,1.05
493,UK,1189,2024-12-30,2025-02-05,Receipt Transcription,0.981,179,0.89
494,US,1104,2025-03-05,2025-03-05,Image Labelling,0.942,829,3.8
495,DE,1105,2025-02-04,2025-02-15,Receipt Transcription,0.976,211,0.71
496,DE,1043,2024-09-06,2025-03-02,Business Search,0.974,596,2.87
497,IT,1129,2024-09-08,2025-02-19,Business Search,0.954,536,2.68
498,US,1169,2025-03-26,2025-04-09,Image Labelling,0.936,335,1.01
499,ZA,1160,2024-11-05,2025-01-27,Receipt Transcription,0.931,365,1.7
500,ZA,1144,2024-09-04,2025-02-26,Image Labelling,0.93,93,0.46
501,IN,1121,2025-04-15,2025-04-24,Image Labelling,0.958,101,0.32
502,IT,1190,2024-11-29,2025-03-29,Business Search,0.922,102,0.39
503,UK,1149,2025-03-18,2025-04-06,Image Labelling,0.896,217,0.61
504,NG,1000,2025-02-11,2025-04-14,Image Labelling,0.952,95,0.5
505,IN,1093,2025-02-20,2025-02-28,Image Labelling,0.937,237,1.03
506,US,1197,2024-10-17,2025-02-01,Business Search,0.785,599,2.29
507,BR,1181,2024-10-29,2025-03-04,Business Search,0.895,713,3.32
508,NG,1013,2025-03-19,2025-03-26,Receipt Transcription,0.959,128,0.44
509,BR,1099,2024-12-01,2025-03-01,Image Labelling,0.973,186,1.03
510,IN,1101,2025-01-14,2025-03-08,Receipt Transcription,0.957,308,1.64
511,IN,1052,2024-12-05,2025-04-11,Business Search,0.961,702,2.54
512,DE,1005,2024-10-31,2025-01-30,Business Search,0.963,249,1.13
513,BR,1089,2025-02-23,2025-02-26,Image Labelling,0.97,308,1.48
514,BR,1063,2025-01-23,2025-03-11,Image Labelling,0.735,85,0.41
515,US,1087,2024-11-27,2025-02-22,Business Search,0.981,1068,3.39
516,US,1032,2025-02-19,2025-03-08,Business Search,0.969,162,0.85
517,DE,1071,2024-09-26,2025-03-04,Image Labelling,0.943,101,0.35
518,NG,1043,2024-11-10,2025-04-20,Receipt Transcription,0.972,58,0.21
519,ZA,1106,2025-02-20,2025-03-12,Image Labelling,0.969,83,0.27
520,US,1033,2024-10-03,2025-03-10,Image Labelling,0.977,87,0.35
521,IT,1161,2024-11-07,2025-02-18,Image Labelling,0.97,504,2.79
522,DE,1151,2024-08-29,2025-01-31,Image Labelling,0.954,379,1.65
523,ZA,1001,2024-11-02,2025-02-22,Business Search,0.978,574,2.68
524,NG,1135,2024-08-17,2025-01-29,Image Labelling,1.0,112,0.32
525,NG,1116,2025-01-19,2025-04-11,Image Labelling,1.0,282,1.11
526,DE,1152,2024-08-19,2025-02-14,Image Labelling,0.994,374,1.97
527,DE,1120,2024-11-16,2025-04-19,Image Labelling,0.941,164,0.84
528,UK,1031,2024-12-24,2025-04-16,Image Labelling,0.967,406,1.49
529,US,1055,2025-01-16,2025-03-27,Receipt Transcription,0.922,192,0.73
530,BR,1093,2024-12-25,2025-04-14,Image Labelling,0.97,88,0.4
531,NG,1006,2024-12-06,2025-04-16,Image Labelling,0.975,343,1.76
532,ZA,1175,2025-02-04,2025-04-06,Image Labelling,0.912,101,0.37
533,ZA,1087,2024-12-06,2025-03-13,Receipt Transcription,0.977,378,1.31
534,IT,1181,2024-11-13,2025-04-22,Image Labelling,0.951,308,0.95
535,IN,1190,2024-10-21,2025-04-10,Receipt Transcription,0.92,100,0.54
536,BR,1129,2024-10-19,2025-02-07,Image Labelling,1.0,156,0.83
537,NG,1034,2025-02-06,2025-03-05,Image Labelling,1.0,407,2.25
538,UK,1097,2024-10-29,2025-03-16,Receipt Transcription,0.947,413,1.54
539,DE,1021,2025-01-30,2025-03-15,Receipt Transcription,0.868,51,0.17
540,US,1191,2025-02-19,2025-03-02,Image Labelling,0.929,1003,4.9
541,ZA,1058,2025-01-08,2025-03-15,Image Labelling,0.882,878,4.6
542,IN,1176,2024-12-18,2025-02-04,Receipt Transcription,0.985,237,0.85
543,UK,1051,2024-12-24,2025-03-26,Image Labelling,0.94,217,0.99
544,IN,1148,2025-03-12,2025-03-12,Image Labelling,0.926,227,0.65
545,IN,1139,2024-12-06,2025-04-07,Image Labelling,0.753,210,0.59
546,DE,1010,2025-01-10,2025-03-30,Image Labelling,0.936,34,0.12
547,US,1181,2024-12-22,2025-02-06,Receipt Transcription,0.952,53,0.28
548,IN,1121,2025-01-10,2025-02-27,Receipt Transcription,0.924,172,0.5
549,IT,1197,2025-03-27,2025-04-03,Image Labelling,0.957,114,0.54
550,IN,1013,2025-01-17,2025-02-26,Receipt Transcription,0.968,365,1.39
551,IT,1032,2025-02-26,2025-03-19,Image Labelling,0.862,301,0.86
552,BR,1101,2025-02-04,2025-04-23,Image Labelling,0.926,58,0.23
553,IT,1076,2024-11-07,2025-02-03,Business Search,0.933,172,0.86
554,IT,1025,2024-09-18,2025-02-13,Image Labelling,0.984,799,3.7
555,BR,1141,2024-11-30,2025-03-11,Business Search,0.956,204,0.83
556,DE,1175,2024-12-19,2025-04-03,Receipt Transcription,0.894,257,0.87
557,US,1064,2025-02-08,2025-02-25,Receipt Transcription,0.992,483,2.64
558,US,1045,2024-12-05,2025-02-06,Image Labelling,0.946,590,2.84
559,IN,1126,2024-10-04,2025-02-24,Image Labelling,0.961,66,0.23
560,IN,1182,2024-12-10,2025-03-25,Business Search,0.99,303,1.5
561,IN,1093,2025-01-31,2025-04-08,Image Labelling,0.776,136,0.6
562,UK,1073,2025-02-06,2025-04-24,Image Labelling,0.966,325,1.33
563,US,1127,2025-03-16,2025-04-05,Receipt Transcription,0.92,66,0.2
564,US,1073,2025-03-08,2025-03-12,Receipt Transcription,0.963,583,2.93
565,DE,1195,2025-01-28,2025-02-22,Image Labelling,0.935,187,0.61
566,IT,1139,2025-02-26,2025-04-20,Business Search,0.976,344,1.76
567,DE,1181,2025-01-25,2025-03-16,Business Search,0.928,1026,4.71
568,DE,1191,2024-11-23,2025-03-29,Business Search,0.914,419,2.06
569,BR,1101,2025-02-10,2025-03-10,Image Labelling,0.782,192,1.01
570,UK,1046,2024-10-04,2025-02-17,Image Labelling,0.994,83,0.36
571,IT,1164,2024-11-10,2025-03-17,Image Labelling,0.959,304,1.37
572,IN,1168,2025-03-16,2025-04-12,Image Labelling,0.986,168,0.55
573,DE,1026,2024-11-04,2025-03-02,Business Search,0.92,113,0.5
574,IN,1169,2025-01-28,2025-03-28,Business Search,0.911,190,0.8
575,BR,1085,2025-01-11,2025-01-30,Image Labelling,0.93,712,3.35
576,BR,1067,2024-12-30,2025-04-21,Image Labelling,0.944,711,3.16
577,US,1156,2024-12-03,2025-04-24,Image Labelling,0.922,134,0.59
578,BR,1163,2024-09-10,2025-03-02,Image Labelling,0.918,576,3.14
579,DE,1108,2024-12-03,2025-03-12,Image Labelling,0.957,469,1.43
580,UK,1056,2024-11-01,2025-02-10,Image Labelling,0.944,165,0.72
581,DE,1139,2024-11-22,2025-02-13,Image Labelling,0.956,711,3.22
582,ZA,1172,2025-01-26,2025-03-22,Receipt Transcription,0.96,46,0.13
583,DE,1147,2025-02-27,2025-03-24,Image Labelling,0.946,490,2.71
584,UK,1044,2025-01-03,2025-02-26,Business Search,0.917,317,1.7
585,IN,1022,2024-12-31,2025-03-01,Business Search,1.0,44377,240.28
586,UK,1189,2024-11-01,2025-03-13,Image Labelling,1.0,159,0.65
587,US,1033,2025-03-29,2025-04-21,Receipt Transcription,0.952,195,0.72
588,US,1020,2025-01-07,2025-02-09,Receipt Transcription,1.0,346,1.17
589,US,1178,2024-09-24,2025-03-17,Image Labelling,0.927,126,0.37
590,US,1136,2025-01-20,2025-02-01,Image Labelling,0.916,163,0.87
591,US,1112,2024-09-23,2025-03-09,Receipt Transcription,0.929,319,1.67
592,IN,1009,2025-02-05,2025-03-03,Receipt Transcription,0.926,379,1.79
593,US,1051,2024-11-06,2025-02-10,Business Search,0.933,628,2.54
594,UK,1044,2024-12-01,2025-02-10,Image Labelling,0.931,162,0.54
595,BR,1179,2024-12-26,2025-03-08,Image Labelling,0.935,312,1.46
596,DE,1029,2024-10-04,2025-02-07,Receipt Transcription,0.975,39,0.18
597,IN,1191,2024-10-27,2025-02-22,Image Labelling,0.96,363,1.51
598,US,1129,2024-08-17,2025-02-02,Receipt Transcription,0.93,511,2.24
599,US,1176,2024-10-16,2025-02-22,Image Labelling,0.917,64,0.18
600,US,1095,2024-11-27,2025-03-16,Image Labelling,0.911,39,0.19
601,US,1172,2025-03-03,2025-04-03,Image Labelling,0.916,851,3.25
602,UK,1016,2025-01-16,2025-04-11,Image Labelling,0.949,652,3.16
603,US,1027,2024-11-29,2025-02-26,Image Labelling,0.939,144,0.69
604,US,1125,2024-12-28,2025-04-21,Business Search,0.937,167,0.68
605,US,1044,2024-12-14,2025-02-17,Image Labelling,0.977,183,0.65
606,DE,1016,2025-01-08,2025-02-03,Receipt Transcription,1.0,179,0.99
607,UK,1186,2024-11-13,2025-04-20,Image Labelling,0.912,440,1.87
608,DE,1141,2025-03-11,2025-03-16,Image Labelling,0.963,169,0.72
609,IT,1115,2025-02-03,2025-02-27,Receipt Transcription,0.988,303,0.9
610,IN,1137,2025-01-25,2025-04-17,Image Labelling,0.939,279,0.81
611,US,1080,2024-10-29,2025-04-06,Image Labelling,0.968,206,0.58
612,IN,1017,2025-03-24,2025-04-11,Business Search,0.904,52,0.15
613,IN,1034,2024-10-13,2025-02-22,Business Search,0.946,407,1.5
614,US,1175,2025-02-23,2025-04-15,Receipt Transcription,0.898,63,0.22
615,BR,1057,2025-03-13,2025-03-26,Receipt Transcription,0.937,751,4.13
616,BR,1114,2024-10-24,2025-04-03,Receipt Transcription,0.993,479,1.39
617,US,1017,2024-09-02,2025-02-24,Business Search,0.927,69,0.35
618,UK,1179,2025-01-26,2025-02-18,Image Labelling,0.978,120,0.5
619,NG,1157,2024-09-24,2025-03-04,Image Labelling,0.898,348,1.42
620,IN,1036,2024-11-23,2025-03-19,Business Search,0.932,85,0.38
621,US,1039,2025-02-19,2025-03-27,Image Labelling,0.929,247,0.73
622,UK,1005,2024-11-12,2025-03-12,Business Search,0.933,537,1.98
623,DE,1078,2024-11-04,2025-03-30,Receipt Transcription,0.914,231,1.01
624,DE,1162,2025-01-02,2025-03-31,Image Labelling,0.965,301,1.01
625,IN,1153,2024-10-15,2025-03-27,Receipt Transcription,0.648,213,1.11
626,DE,1104,2024-11-15,2025-02-18,Receipt Transcription,0.922,1355,4.53
627,DE,1090,2025-02-03,2025-03-08,Image Labelling,0.963,487,1.5
628,IN,1157,2024-11-29,2025-04-05,Image Labelling,0.934,97,0.43
629,US,1074,2024-12-16,2025-04-16,Business Search,0.922,667,3.41
630,UK,1115,2024-11-18,2025-03-13,Receipt Transcription,0.992,476,2.04
631,IN,1151,2024-11-18,2025-04-25,Receipt Transcription,0.933,79,0.36
632,BR,1121,2024-11-08,2025-02-11,Image Labelling,0.992,142,0.61
633,IT,1054,2024-10-13,2025-02-16,Image Labelling,0.937,309,1.22
634,IT,1008,2024-09-19,2025-03-09,Business Search,0.97,287,1.11
635,US,1105,2025-02-17,2025-03-13,Receipt Transcription,0.97,522,2.89
636,DE,1061,2024-12-27,2025-03-06,Image Labelling,0.888,36,0.13
637,IT,1110,2025-01-26,2025-03-06,Image Labelling,0.96,118,0.39
638,UK,1145,2025-01-12,2025-03-11,Image Labelling,0.968,456,1.45
639,UK,1050,2024-11-25,2025-02-24,Receipt Transcription,0.929,490,2.63
640,DE,1102,2024-09-08,2025-02-07,Image Labelling,0.716,273,1.42
641,US,1018,2025-02-11,2025-04-23,Image Labelling,0.993,371,1.57
642,UK,1068,2024-12-29,2025-04-08,Receipt Transcription,0.929,270,0.81
643,UK,1116,2024-11-15,2025-04-10,Image Labelling,0.949,713,2.39
644,UK,1081,2024-09-14,2025-02-28,Business Search,0.956,357,1.74
645,US,1122,2025-01-01,2025-03-04,Receipt Transcription,0.952,57678,248.7
646,BR,1032,2025-03-20,2025-04-21,Image Labelling,0.97,635,3.42
647,IT,1107,2025-01-10,2025-04-24,Image Labelling,0.963,310,1.6
648,IN,1165,2024-11-11,2025-04-21,Image Labelling,0.918,1014,3.15
649,IN,1012,2025-02-09,2025-03-25,Image Labelling,0.918,260,0.98
650,DE,1176,2024-11-20,2025-02-17,Image Labelling,0.951,247,0.7
651,US,1072,2024-12-25,2025-03-22,Image Labelling,0.968,393,1.15
652,IT,1089,2024-10-06,2025-03-21,Image Labelling,0.913,411,1.54
653,IT,1180,2025-01-26,2025-04-18,Receipt Transcription,0.948,150,0.82
654,IN,1128,2024-11-20,2025-02-24,Receipt Transcription,0.952,103,0.5
655,DE,1011,2025-01-21,2025-02-14,Business Search,0.956,243,1.05
656,US,1151,2024-11-29,2025-02-19,Business Search,0.95,82,0.27
657,UK,1128,2024-12-18,2025-02-17,Receipt Transcription,0.914,60,0.21
658,DE,1067,2025-02-15,2025-03-26,Image Labelling,0.945,896,4.04
659,IN,1134,2025-01-09,2025-04-10,Receipt Transcription,0.947,121,0.55
660,IT,1115,2024-10-14,2025-03-01,Business Search,0.937,533,1.91
661,DE,1091,2025-01-11,2025-02-11,Image Labelling,0.949,424,1.6
662,ZA,1196,2025-02-01,2025-02-26,Image Labelling,0.966,182,0.64
663,IN,1038,2025-02-23,2025-03-17,Receipt Transcription,0.91,173,0.68
664,UK,1031,2024-11-10,2025-03-27,Receipt Transcription,0.967,472,1.67
665,US,1176,2024-10-27,2025-03-17,Business Search,0.967,437,1.28
666,US,1158,2024-09-13,2025-02-19,Image Labelling,1.0,42,0.19
667,UK,1107,2024-10-28,2025-04-19,Business Search,1.0,897,3.0
668,US,1078,2024-12-30,2025-03-07,Image Labelling,0.993,123,0.35
669,US,1002,2025-01-07,2025-03-09,Image Labelling,0.961,52,0.23
670,UK,1109,2024-10-28,2025-04-24,Business Search,0.982,855,3.1
671,US,1174,2025-03-21,2025-04-15,Business Search,0.964,287,1.46
672,BR,1110,2025-04-02,2025-04-09,Image Labelling,0.988,31,0.12
673,US,1014,2024-12-05,2025-02-12,Image Labelling,0.958,662,2.83
674,IT,1050,2025-03-28,2025-04-12,Image Labelling,0.923,467,2.06
675,DE,1106,2024-12-30,2025-03-08,Image Labelling,0.966,141,0.57
676,ZA,1020,2024-12-02,2025-02-14,Image Labelling,0.912,92,0.35
677,US,1040,2025-01-02,2025-04-26,Receipt Transcription,0.961,178,0.72
678,DE,1119,2024-10-01,2025-02-11,Image Labelling,1.0,561,2.4
679,ZA,1002,2024-12-24,2025-04-19,Business Search,0.914,172,0.74
